Date Time, Water Level, Sigma, I, L 
2012-09-20 09:00,0.114,0.227,0,0
2012-09-20 10:00,0.211,0.229,0,0
2012-09-20 11:00,0.398,0.203,0,0
2012-09-20 12:00,0.700,0.250,0,0
2012-09-20 13:00,1.012,0.238,0,0
2012-09-20 14:00,1.281,0.236,0,0
2012-09-20 15:00,1.408,0.227,0,0
2012-09-20 16:00,1.369,0.211,0,0
2012-09-20 17:00,1.205,0.209,0,0
2012-09-20 18:00,0.992,0.202,0,0
2012-09-20 19:00,0.657,0.204,0,0
2012-09-20 20:00,0.402,0.200,0,0
2012-09-20 21:00,0.216,0.186,0,0
2012-09-20 22:00,0.188,0.196,0,0
2012-09-20 23:00,0.266,0.198,0,0
2012-09-21 00:00,0.449,0.201,0,0
2012-09-21 01:00,0.707,0.180,0,0
2012-09-21 02:00,0.980,0.208,0,0
2012-09-21 03:00,1.133,0.187,0,0
2012-09-21 04:00,1.163,0.168,0,0
2012-09-21 05:00,1.064,0.199,0,0
2012-09-21 06:00,0.902,0.186,0,0
2012-09-21 07:00,0.720,0.181,0,0
2012-09-21 08:00,0.473,0.206,0,0
2012-09-21 09:00,0.265,0.192,0,0
2012-09-21 10:00,0.272,0.168,0,0
2012-09-21 11:00,0.307,0.157,0,0
2012-09-21 12:00,0.504,0.198,0,0
2012-09-21 13:00,0.802,0.190,0,0
2012-09-21 14:00,1.098,0.207,0,0
2012-09-21 15:00,1.369,0.190,0,0
2012-09-21 16:00,1.423,0.205,0,0
2012-09-21 17:00,1.396,0.182,0,0
2012-09-21 18:00,1.276,0.198,0,0
2012-09-21 19:00,1.054,0.208,0,0
2012-09-21 20:00,0.780,0.243,0,0
2012-09-21 21:00,0.524,0.180,0,0
2012-09-21 22:00,0.325,0.218,0,0
2012-09-21 23:00,0.316,0.206,0,0
2012-09-22 00:00,0.348,0.187,0,0
2012-09-22 01:00,0.488,0.230,0,0
2012-09-22 02:00,0.748,0.239,0,0
2012-09-22 03:00,0.965,0.237,0,0
2012-09-22 04:00,1.105,0.207,0,0
2012-09-22 05:00,1.085,0.212,0,0
